,status,director,producer,banner,story,screenplay,cinematography,movie,year,main_Cast,support_cast,editing,dialogue,lyrics,music,singers,movie genre,original story,art direction,distribution,makeup,background music,costumes,sound design,choreography,shooting location,design
1,2013-08-02,VK Prakash,"Aji Medayil, Joe Kaithamattam, Christi Kaithamattam",Good Company & Angel Work,Shankar Ramakrishnan,Shankar Ramakrishnan,Arun James,natholi oru cheriya meenalla,2013,"['Fahad Fazil', 'Fahad Fazil', 'Kamalini Mukherjee', 'Rima Kallingal']","['Krishnaprabha', 'P Balachandran', 'Kani Kusruti', 'Sathar', 'Mukundan', 'Aishwarya', 'Parvathi T (Maala Parvathi)', 'Jayan Cherthala', 'Chinnu Kuruvila', 'Irshad', 'J Pallassery', 'VK Sreeraman']",Mahesh Narayanan,Shankar Ramakrishnan,Anu Elizabeth Jose,Abhijith,"Unni Menon, Ajay Warrier, Arvind Venugopal, Nithya Menen, Joe Balakrishnan",,,Ajay Mangad,,,Bijibal,,,,,Old Monks
1,2013-02-22,Rajeevnath,"Sudeep Karattu, Arun MD",Chaya Films,Anoop Menon,Anoop Menon,Jithu Damodar,david and goliath,2013,"['Jayasurya', 'Anoop Menon']","['Indrans', 'Nedumudi Venu', 'P Balachandran', 'Muralimohan', 'Soumya Sadanandan', 'Chali Pala', 'Arun', 'Lena', 'Aji John', 'Sukumari', 'Geedha Salam', 'Anumol']",Zian Sreekanth,"Aji John, Anoop Menon","Kavalam Narayana Panicker, Anoop Menon",Ratheesh Vegha,"Biju Narayanan, Chorus, Vijay Yesudas, Vrinda Menon",,,,Murali Films,,,,,,"Kochi, Vagaman",
1,2013-03-22,Lijo Jose Pellissery,Fareed Khan,White Sands Media,Lijo Jose Pellissery,PS Rafeeq,Abinandhan Ramanujam,amen,2013,"['Indrajith', 'Swati Reddy', 'Fahad Fazil']","['Makarand Deshpande', 'Saranya Anand', 'Nisha Sarangh', 'Pradeep Kottayam', 'Nandhu', 'Rachana Narayanankutty', 'Chemban Vinod Jose', 'Sudheer Karamana', 'Kulappulli Leela', 'Kainakari Thangaraj', 'Anil Murali', 'Joy Mathew', 'Sunil Sukhada', 'Nirmal', 'Rajesh Hebbar', 'Sandra Thomas', 'Jayasanker Karimuttam', 'Sasi Kalinga', 'Kalabhavan Mani', 'Sudhi Kopa', 'Chali Pala', 'Natasha Sahgal']",Manoj,"Lijo Jose Pellissery, PS Rafeeq","Kavalam Narayana Panicker, PS Rafeeq",Prashanth Pillai,"Alphonse Joseph, Nithin Raj, Preethi Pillai, Shweta Mohan, Shreekumar Vakkiyil, Ramya Nambeesan, Prashanth Pillai, Shankar Sharma, Karita Mohan, Sopanam Anil, Sopanam Satheesh, Alyssa Mendonsa, Lucky Ali",,,M Bava,,,Prashanth Pillai,,,,,Old Monks
1,2013-02-22,Mannu Sudhakar,,,Arunlal Ramachandran,Arunlal Ramachandran,Krish Kaimal,10:30 am local call,2013,"['Kailash', 'Nishan KP Nanaiah', 'Sritha Sivadas']","['Anoop Chandran', 'Manuraj', 'Jennifer Antony', 'Mrudula Murali', 'Lal', 'Krishna']",Don Max,Arunlal Ramachandran,"Murukan Kattakkada, Rafeeq Ahamed",Gopi Sundar,"Gopi Sundar, Sachin Warrier, Suchith Suresan",,,Boban,,,,,,,,Pramesh Prabhakar
1,"Released, Other language dubbing",Puri Jagannath,Satheesh Muthukulam,,Puri Jagannath,Puri Jagannath,,cheetah,2012,['Ram Charan Teja'],"['Venu Madhav', 'Prakash Raj', 'Sayaji Shinde', 'Ashish Vidyarthi', 'MS Narayanan', 'Daniel Balaji', 'Brahmanandam']",,Puri Jagannath,Siju Thuravoor,Mani Sharma,"Jyotsna Radhakrishnan, Afsal, Anwar Sadath, Sithara Krishnakumar, Ajay Warrier",Action,,,,,,,,,,
1,2013-11-01,V Bose,S Muraleedharan,Mabmaj Productions,Hareesh Unni,Hareesh Unni,Abu Shah,isaac newton s/o philippose,2013,"['Lal', 'Abhinaya']","['TG Ravi', 'Muhammed Musthafa', 'Sreejith Ravi', 'Indrans', 'NL Balakrishnan', 'Kalasala Babu', 'Tini Tom', 'VK Sreeraman', 'Suraj Venjaramoodu', 'Nedumudi Venu', 'Dharmajan Bolgatty', 'Geedha Salam', 'Sasi Kalinga', 'Idavela Babu', 'Chempil Ashokan', 'Rayan', 'Poojappura Ravi', 'Kalabhavan Shajohn', 'Kochu Preman']",Raja Mohammad,Hareesh Unni,"Vayalar Sarathchandra Varma, Rajeev Alunkal, Santhosh Varma",Bijibal,"P Jayachandran, Vidyadharan Master, Aleena, Anu V Kadammanitta, Anwar Sadath, Arun Alat, Palakkadu KL Sreeram, Sarath Chandran, Durga Viswanath",,,Arun Kallummoodu,"Vaishakha Release, Mabmaj Productions",,Bijibal,,,,,Jissen Paul
1,2012-11-16,Roopesh Peethambaran,Ismail VC,,Roopesh Peethambaran,Roopesh Peethambaran,Hari Nair,theevram,2012,"['Dulquer Salmaan', 'Shikha Nair']","['Unni Mukundan', 'Sajid Yahiya', 'Chethan Jayalal', 'P Sreekumar', 'Anu Mohan', 'Amala Rose Kurian', 'Vinay Forrt', 'Vishnu Raghav', 'Chali Pala', 'Aashiq Abu', 'Janardanan', 'Sreenivasan', 'Riya Saira', 'Martin Prakkat', 'Vijayan Karanthoor', 'Andrea Marian Renji', 'Suku N Nair']",Kapil Gopalakrishnan,Roopesh Peethambaran,"Rafeeq Ahamed, Arun K Narayanan",Roby Abraham,"Vineeth Sreenivasan, Shweta Mohan, Vijay Yesudas, Roby Abraham, Deepak Kutty",Action,,Cyril Kuruvilla,LJ Films,,,Sameera Saneesh,,,,
1,2011-07-01,T Deepesh,,,Valsalan Vathussery,Valsalan Vathussery,Sinu Murukkumpuzha,nakharam,2011,"['Ganesh Kumar', 'Architha']","['Jose Thettayil', 'Mamukkoya', 'Madhupal']",Viji Abraham,Valsalan Vathussery,Thyagaraja,,,,,Balakrishnan Kaithpram,,,Chandran Veyattumal,,,,,
1,2013-04-01,Rajeev Ravi,"Vinod Vijayan, K Mohanan",,"Rajeev Ravi, Santhosh Echikkanam, G Sethunath","Rajeev Ravi, Santhosh Echikkanam, G Sethunath",Madhu Neelakandan,annayum rasoolum,2013,"['Fahad Fazil', 'Andrea Jeremiah']","['Shine Tom Chacko', 'Sunny Wayne', 'Aashiq Abu', 'Pauly Valsan', 'P Balachandran', 'Joy Mathew', 'Asha Aravind', 'Rajesh Sharma', 'Jins Bhaskar', 'Praveen Prem', 'Ranjith', 'Muthumani', 'Beatrice', 'Kalesh Kannattu', 'Soubin Shahir', 'Shane Nigam', 'Srinda Ashab', 'MG Sasi', 'Sija Rose', 'Molly Kannamaly', 'Alencier', 'Jayaprakash Kuloor']",B Ajith Kumar,"Rajeev Ravi, Santhosh Echikkanam, G Sethunath","PA Kasim, Rafeeq Thiruvalloor, Meppally Balan, Anwar Ali","MS Baburaj, Mehboob, K (Krishnakumar)","Shahabaz Aman, Shweta Mohan, Andrea Jeremiah, Anand Aravindakshan",,,,,,,Sameera Saneesh,,,,Collins Leophil
1,2013-05-04,Lal Jose,S George,CYN- CYL Celluloid,AC Vijeesh,AC Vijeesh,Pradeep Nair,emmanuel,2013,"['Mammootty', 'Reenu Mathews']","['Ramesh Pisharadi', 'Mukesh', 'Nandhu', 'Sajan Piravam', 'Abu Salim', 'P Balachandran', 'Devan', 'Shivaji Guruvayoor', 'Parvathi T (Maala Parvathi)', 'Suja Menon', 'Muktha George', 'Anil Murali', 'Salim Kumar', 'Sunil Sukhada', 'Munshi Venu', 'Master Gourisankar', 'Nedumudi Venu', 'Guiness Pakru (Ajayakumar)', 'Balachandran Chullikkad', 'Sukumari', 'Devi Ajith', 'Bijukkuttan', 'Fahad Fazil', 'Ponnamma Babu']",Ranjan Abraham,AC Vijeesh,"Rafeeq Ahamed, NM Shyam",Afsal Yusuf,"Najim Arshad, Saptaparna Chakraborthy, Reshma Menon, Carl Franais, Jayaram Ranjith, Ajeesh Ashokan",,,A Mohandas,Play House Release,"Sreejith Guruvayoor, S George",Afsal Yusuf,"Kumar, Sameera Saneesh",MR Rajakrishnan,,,Jissen Paul
1,2013-08-11,Shaji Kailas,Jagadeesh Chandran,,Rajesh Jayaraman,,Rajarathnam,ginger,2013,"['Mallika (Reeja)', 'Jayaram']","['Kaviyoor Ponnamma', 'Santhosh', 'Lakshmipriya', 'Sidharth Shiva', 'Thesni Khan', 'Indrans', 'Jagadish', 'Suresh Krishna', 'Muktha George', 'Kalasala Babu', 'Lakshmi Gopalaswamy', 'Tini Tom', 'Sudheesh', 'Siddique', 'Kottayam Purushan', 'Manka Mahesh', 'Anoop Chandran', 'Kailash', 'Vijayaraghavan', 'Irshad', 'Priyanka']",,Rajesh Jayaraman,Rajesh Jayaraman,SP Venkitesh,,,,,,,,,,,,
1,2012-11-30,Shajoon Karyal,"Biju Menon, P Sukumar (Kiran), Shajoon Karyal, Suresh Krishna, Sachi",Thakkali Films,Sachi,Sachi,Vinod Illampally,chettaayees,2012,"['Biju Menon', 'Lal', 'P Sukumar (Kiran)', 'Suresh Krishna']","['Kalabhavan Narayanankutty', 'P Sreekumar', 'Augustine', 'Anil Murali', 'Miya George', 'Nandu Pothuval', 'Sadiq', 'Praseetha Menon']",Bijith Bala,Sachi,Rajeev Nair,Deepak Dev,"Biju Menon, Lal",,,Santhosh Raman,,,,,,,,Gabriel George
1,2013-04-26,Rajasenan,J Sarathchandran Nair,Chand Creations Company,Rajasenan,Rajasenan,KP Nambyathiri,72 model,2013,"['Govind Padmasoorya', 'Sreejith Vijay', 'Soniya Das', 'Nazreen Nazer']","['Sabitha Anand', 'Shivaji Guruvayoor', 'Nelson', 'Bharath Chand', 'Basil Thomas', 'Anjali Hari', 'Vijayaraghavan', 'Kalabhavan Shajohn', 'Madhu', 'Vakkom Jayalal']",Pradeep Shankar,Rajasenan,Santhosh Varma,M Jayachandran,"Rajesh Krishnan, Shweta Mohan, Vijay Yesudas, Benny Dayal",,,Nadhan Mannur,,PV Shankar,,,,,,Collins Leophil
1,2013-05-04,Vaisakh,Anoop,Priyanjali,Benny P Nayarambalam,Benny P Nayarambalam,Shaji Kumar,sound thoma,2012,"['Dileep', 'Namitha Pramod']","['Reshmi Boban', 'Ambika Mohan', 'Mukesh', 'Subbalakshmi', 'Majeed', 'Subbaraju', 'Harisree Yousuf', 'Kalabhavan Haneef', 'Kalasala Babu', 'Mini Arun', 'VK Sreeraman', 'Saikumar', 'Nedumudi Venu', 'Suraj Venjaramoodu', 'Bineesh Bastin', 'Dharmajan Bolgatty', 'Balachandran Chullikkad', 'Nandu Pothuval', 'Shiju', 'Chali Pala', 'Kollam Thulasi', 'Vijayaraghavan', 'Kalabhavan Shajohn', 'Kochu Preman']",Mahesh Narayanan,Benny P Nayarambalam,"Murukan Kattakkada, Nadirsha, Rajeev Alunkal",Gopi Sundar,"Dileep, Gopi Sundar, Rimi Tomy, Shankar Mahadevan, Shreya Ghoshal, Reshmi Satheesh, Udit Narayan",,,Joseph Nellickal,Manjunatha Release,,Gopi Sundar,,,,,Jissen Paul
1,2013-09-27,Baiju Ezhupunna,Reeni Baiju,,Baiju Ezhupunna,Socraties K Valath,Jomon Thomas,kq,2013,"['Anson Paul', 'Parvathy Omanakkuttan']","['Mamukkoya', 'Mohan Raj (Keerikkadan Jose)', 'Salim Kumar', 'Mala Aravindan', 'IM Vijayan', 'Ganesh Kumar']",,Socraties K Valath,"Rafeeq Ahamed, Shijo Manuel",Stephen Devassy,"Shankar Mahadevan, Vijay Prakash, Vijay Yesudas, Saptaparna Chakraborthy, Shyam, Benny Dayal, Haricharan, Shakthisree Gopalan, Sooraj Santhosh",,,,,,,,,,,
1,2012-07-12,Bala,Bala,,Bala,Bala,Madhu Neelakandan,the hitlist,2012,"['Aishwarya Devan', 'Bala']","['Unni Mukundan', 'Sasi Kalinga', 'Risabava', 'Chempil Ashokan', 'Suresh Krishna', 'KPAC Lalitha', 'Riyaz Khan', 'Thalaivasal Vijay', 'Sreejith Ravi', 'Narain', 'Kaathal Sandhya', 'Samuthirakani', 'Tini Tom', 'Kiran Raj', 'Krishna']",Samjith Narayanan MHD,U Harish,"Joffy Tharakan, Santhosh Varma, San Jaimt","Alphonse Joseph, San Jaimt","Alphonse Joseph, Amritha Suresh, Sayanora Philip, San Jaimt",Action,,,Celebs&Red Carpet,,,,,,,
1,2012-07-12,Ramesh Thampi,Kanakam Subair,,,,,oru kudumba chithram,2012,"['Kalabhavan Mani', 'Lakshmi Sharma']","['Suraj Venjaramoodu', 'Athulya', 'JayaKrishnan', 'Jagathy Sreekumar', 'Thalaivasal Vijay', 'Bijukkuttan', 'Kottayam Nazeer', 'Maya Moushmi', 'Sajitha Beti', 'Valsala Menon', 'Harishree Ashokan', 'Kollam RK Subhash', 'Manka Mahesh']",,,"Subhash Cherthala, Ramesh Thampi, Pavumba Manoj","Anil Pongumoodu, Indrajith Ramesh","P Jayachandran, Anwar Sadath, Ajay Thilak",,,,,,,,,,,
1,2013-02-22,Joy Mathew,Saritha Ann Thomas,Abra Films International,Joy Mathew,,Hari Nair,shutter,2013,"['Vinay Forrt', 'Lal', 'Sreenivasan', 'Sajitha Madathil']","['Jayaraj Kozhikkode', 'Augustine', 'Premkumar', 'Albert Alex', 'Riya Saira', 'Nisha Joseph', 'Sasi Eranjikkal', 'Vijayan Karanthoor']",Bijith Bala,,"KR Balakrishnan, Shahabaz Aman, Subin Imtiaz","Shahabaz Aman, BB Sam, Subin Imtiaz","Shahabaz Aman, Joy Mathew, Avni Jogelkar, Thejas",,,Sunil Kochanur,Abra Films International,Ranjith Ambadi,"Jacob Panicker, BB Sam",Sameera Saneesh,"MR Rajakrishnan, Renganaath Ravee",,,
1,2013-12-04,Siddique,Antony Perumbavoor,Ashirvad Cinemas,Siddique,Siddique,Satheesh Kurup,ladies and gentleman,2013,['Mohanlal'],"['Sreelatha Namboothiri', 'Abu Salim', 'Shivaji Guruvayoor', 'Jayasurya', 'Jaise Jose', 'Chali Pala', 'Meera Jasmine', 'Mamtha Mohandas', 'Krishna Kumar (KK)', 'Manoj K Jayan', 'Kalabhavan Shajohn', 'Padmapriya', 'Mithra Kurian', 'Krish J Sathar', 'Ganesh Kumar', 'Suby Suresh']",KR Gowri Shankar,Siddique,Rafeeq Ahamed,Ratheesh Vegha,"Biju Narayanan, Manjari, Karthik, Rahul Nambiar, Vijay Yesudas, Haricharan, Sreecharan, Sreelakshmi, Sooraj Santhosh, Saindhavi, Anitha (New)",,,Mani Suchithra,,,,Sameera Saneesh,,,,Old Monks
1,2013-06-14,Martin Prakkat,Shibu Thameens,Thameens films,Sooraj Neeraj,"Martin Prakkat, Naveen Bhaskar, Sooraj Neeraj",Jomon T John,abcd,2013,"['Aparna Gopinath', 'Dulquer Salmaan', 'Jacob Gregory']","['Dinesh Panicker', 'Krishnabhasker Mangalassery', 'Sajini Zacharia', 'Krishnaprasad', 'Nandhu', 'Shivaji Guruvayoor', 'Kalabhavan Navas', 'Tovino Thomas', 'Kalasala Babu', 'Lalu Alex', 'Santhakumari', 'Kalpana', 'Aanand', 'Thampi Antony', 'Chethan Jayalal', 'Chempil Ashokan', 'Sijoy Varghese', 'Surabhi Lakshmi', 'SP Sreekumar', 'Vijayaraghavan', 'Vinod Kedamangalam', 'Molly Kannamaly']",Don Max,"Martin Prakkat, Naveen Bhaskar, Sooraj Neeraj","Rafeeq Ahamed, Santhosh Varma",Gopi Sundar,"Gopi Sundar, Dulquer Salmaan, Anna Katharina",,,Ajay Mangad,,Ranjith Ambadi,,Sameera Saneesh,,,"Kochi, Chicago",Old Monks
1,2012-12-21,B Unnikrishnan,Vaisakh Rajan,Vaisakh Productions,Sethu,Sethu,Satheesh Kurup,i love me,2012,"['Anoop Menon', 'Asif Ali', 'Unni Mukundan', 'Isha Thalwar']","['Joju George', 'Vijayakumar', 'Aniyappan', 'Vanitha Krishnachandran', 'Biju Pappan', 'Suby Suresh']",Manoj,Sethu,"Engandiyoor Chandrasekharan, Rafeeq Ahamed, BK Harinarayanan",Deepak Dev,"Karthik, Shweta Mohan, Benny Dayal, Job Kurian",Comedy,,Joseph Nellickal,Vaishakha Movies,,,,,,,
1,2014-01-31,Manoj Kana,,Neru Film Society,Manoj Kana,Manoj Kana,KG Jayan,chaayilyam,2014,"['Anumol', 'Jijoy Rajagopal']","['Jaya Unnikrishnan', 'Chempil Ashokan', 'Augustine', 'Madhu Master', 'Pappan Chiranthana', 'MR Gopakumar', 'Vijayan Karanthoor']",Manoj Kannoth,Manoj Kana,Kurippuzha Sreekumar,Chandran Veyattumal,"Sithara Krishnakumar, Nakhasi Shivadas",,,Rajesh Kalpathur,,,,,,,,Binoy Kottakkal
1,Shooting in Progress,K Ramachandrababu,Sanal Thottam,,K Ramachandrababu,Anil Mukhathala,K Ramachandrababu,maanthrikathaakkol,2013,['Dileep'],[],,,,,,,,,,,,,,,,
1,Unreleased,Sathrughnan,K Rajashekharan Nair,Nanma Productions,Sathrughnan,Sathrughnan,Anandakkuttan,avarude veedu,2013,"['Divyadarshan', 'Sarayu Mohan']","['Mamukkoya', 'Ramesh Pisharadi', 'Baburaj', 'Santhakumari', 'Thara Kalyan', 'Dharmajan Bolgatty', 'Lalu Alex', 'Vijayaraghavan', 'Balachandran Chullikkad', 'Kaathal Sandhya', 'Harishree Ashokan', 'Urmila Unni', 'Madhu', 'Tony', 'TP Madhavan']",K Rajagopal,Sathrughnan,S Ramesan Nair,Manu Ramesan,"Madhu Balakrishnan, Manjari, Sannidhanandan, Sudeep Kumar, Vijay Yesudas, Jithin, Jeevan, Binha Rose",,,,,,SP Venkitesh,,,,,
1,Released,Vinay Govind,"Siby Thottupuram, Joby Mundamattom",,,,,kili poyi,2013,"['Aju Varghese', 'Asif Ali']","['Sampath Raj', 'Sandra Thomas', 'Joju George', 'Raveendran', 'Sreejith Ravi']",Mahesh Narayanan,,"Rafeeq Ahamed, Joselee Lonelydoggy, Sreecharan, Vinay Govind",Rahul Raj,"Rahul Raj, Jesin George, Joselee Lonelydoggy, Sreecharan, Yazin Nizar, Vinay Govind, Prasanth Jonh, Aloshya Peter",,,M Bava,,,,,,,Bengaluru,
1,2013-07-03,Sundar Das,Venkitesh S Upadhyay,,VC Ashok,VC Ashok,Jibu Jacob,rebecca uthup kizhakkemala,2013,"['Ann Augustine', 'Jishnu Raghavan', 'Sidharth Bharathan']","['Nandana Varma', 'Ambika Mohan', 'Raja Sahib', 'Shanawas', 'Shaalin Zoya', 'Saikumar', 'Suraj Venjaramoodu', 'P Sreekumar', 'Jagannadha Varma', 'Sukumari', 'Azees Nedumangadu', 'Praseetha Menon', 'Sasi Kalinga', 'Sreelatha Namboothiri', 'Chempil Ashokan', 'Augustine', 'Kalabhavan Mani', 'Ramadevi', 'Kalabhavan Shajohn']",Bijith Bala,VC Ashok,Rafeeq Ahamed,Ratheesh Vegha,"Vijay Yesudas, Thulasi Yatheendran, Sooraj Santhosh, Anitha Shaiq, Deepu",,,,,,,,,,,"Yellowtooth, Aneesh Gopal"
1,2013-04-01,Nikhil K Menon,Sasi Ayyanchira,Uthrattathi Films,Saiju Kurup,"Nikhil K Menon, Saiju Kurup",Pappu,my fan ramu,2013,['Saiju Kurup'],"['Kulappulli Leela', 'Spadikam George', 'Samskruthy Shenoy', 'Guiness Pakru (Ajayakumar)', 'Johny', 'Bijukkuttan', 'Kalabhavan Prajod', 'Rajeev Pillai', 'Riyaz Khan']",Bavan Sreekumar,Nikhil K Menon,Chittoor Gopi,Sanjeev Thomas,,,,Sabu Pravadas,,,,,,,,
1,2013-12-13,V R Ratheesh,Rahul S Kumar,,Syam-Praveen,Manoj-Ranjith,,good bad and ugly,2013,[],"['Suraj Venjaramoodu', 'Krishna Kumar (KK)', 'Sanju Sivaram', 'Sreejith Vijay', 'Meghna Raj']",,Manoj-Ranjith,"Rajeev Alunkal, Sasikala Menon",MG Sreekumar,"Ganga, Sachin Warrier, Mridula Warrier",,,Unni Kuttippuram,,,,,,,,
1,2013-05-07,Shebi Chavakkaad,John Joseph,,,,Firoz Khan,tourist home,2013,"['Meera Nandan', 'Saiju Kurup', 'Sarayu Mohan', 'Hemanth Menon']","['Maniyanpilla Raju', 'Nedumudi Venu', 'Sreelatha Namboothiri', 'Kalabhavan Narayanankutty', 'Idavela Babu', 'Kalabhavan Mani', 'Roshan Basheer', 'Rejith Menon', 'Sunil Sukhada', 'Kunchan', 'Kottayam Nazeer', 'Lena', 'Madhupal', 'Sreejith Vijay', 'Thesni Khan', 'Kochu Preman']",Mahesh Narayanan,,"ONV Kurup, Rafeeq Ahamed","Ouseppachan, Jasnifar","KJ Yesudas, Najim Arshad",,,,,,,,,,,
1,Shooting in Progress,Joshiy,"Dileep, Anoop",Grand Productions,"Udaykrishna, Sibi K Thomas","Udaykrishna, Sibi K Thomas",,valayar paramasivam,2013,"['Dileep', 'Kavya Madhavan']","['Harishree Ashokan', 'Indrajith', 'Radha Varma']",Ranjan Abraham,"Udaykrishna, Sibi K Thomas",Anil Panachooran,Suresh Peters,,,,,"Grand Productions, Trinity, Kalasangham Release",,,,,,,
1,2013-08-03,Sreevallabhan,,,Sreevallabhan,TP Devarajan,R Selva,pakaram,2013,"['Jagadish', 'MR Rajakrishnan', 'Siddique']","['Devan', 'Baiju', 'Niranjana', 'Diya', 'Mala Aravindan', 'Sona Nair', 'Disney James', 'Manka Mahesh', 'Menaka Sureshkumar']",K Sreenivas,TP Devarajan,Bichu Thirumala,MG Radhakrishnan,"KJ Yesudas, Manjari, Shweta Mohan, Vijay Yesudas, Ravisankar",,,Sajith Mundayad,,,Sharreth,,,,,
1,Unreleased,Mohan Roop,,Movie Mafia,,,BinoY Joy,z,2013,[],"['Saikumar', 'Nedumudi Venu', 'Nasser', 'Kalabhavan Mani', 'Kishor (Tamil)', 'Siddique', 'Abhi', 'Benu', 'Nikhil', 'Nanda', 'Gowri Munjal', 'Namitha Pramod']",,,Pattazhi Sreekumar,Sajith Sandra,,,,Nadhan Mannur,,,,,,,,
1,2013-01-18,Suresh Krishnan,GP Vijayakumar,Seven Arts,R Premnath,R Premnath,Bijoy Varghese,nakhangal,2013,"['Rakendu', 'Megha']","['Augustine', 'Santhosh', 'Arun', 'Poojappura Ravi', 'Nandhu', 'Sumesh']",MS Ayyappan Nair,R Premnath,Nadirsha,MG Sreekumar,Kripa,Action,,Manu Jagath,Seven Arts,,MR Rajakrishnan,,,,,Jissen Paul
1,2013-01-25,Thomson,Anto Joseph,Anto Joseph Film Company,"Udaykrishna, Sibi K Thomas","Udaykrishna, Sibi K Thomas",Anil Nair,proprietors : kammath & kammath,2013,"['Mammootty', 'Dileep', 'Karthika Nair', 'Rima Kallingal']","['Vishnupriya', 'Ambika Mohan', 'Santhosh', 'Abu Salim', 'Dhanush (Tamil)', 'Thesni Khan', 'Kalabhavan Haneef', 'Sadiq', 'Rajyalakshmi', 'Suraj Venjaramoodu', 'Baburaj', 'Narain', 'Balachandran Chullikkad', 'Sukumari', 'Shiju', 'Risabava', 'Spadikam George', 'Chali Pala', 'Joju George', 'Janardanan', 'Kalabhavan Shajohn']",Mahesh Narayanan,"Udaykrishna, Sibi K Thomas",Santhosh Varma,M Jayachandran,"Madhu Balakrishnan, M Jayachandran, Anwar Sadath, Rajesh Krishnan, Sangeetha Prabhu (Sangeetha Sreekant), Shankar Mahadevan, Vijay Yesudas, Haricharan, Nikhil Raj",,,Manu Jagath,,,Gopi Sundar,,,,,Jissen Paul
1,Shooting in Progress,,Vinu Abraham,,,,,raavu,2013,"['Ajith Ravi Pegasus', 'Sanam Prasad', 'Manasy ']",['Omana Ouseph'],,,,,,,,,,,,,,,,
1,2014-02-28,Santhosh Pandit,Santhosh Pandit,,Santhosh Pandit,Santhosh Pandit,,minimolude achan,2014,['Santhosh Pandit'],[],,Santhosh Pandit,Santhosh Pandit,Santhosh Pandit,"Chorus, Santhosh Pandit, Neethu Faizal",,,,,,Santhosh Pandit,,,,,
1,2013-08-03,VM Akhilesh,VH Dirar,V Friends Media,VH Dirar,Prasad Raman,Chandra Bose,poompaattakalude thaazhvaaram,2013,"['Rajesh Mohan', 'Nima Rose']",[],PC Mohanan,Prasad Raman,"Engandiyoor Chandrasekharan, VH Dirar, Sakthidharan",Rajesh Mohan,"Jyotsna Radhakrishnan, Rajesh Mohan, Durga Viswanath, Baiju Madhav",,,Saji Raj,,,,,,,,
1,2013-03-05,Akku Akbar,Anto Joseph,Anto Joseph Film Company,K Gireesh Kumar,K Gireesh Kumar,Jibu Jacob,bhaarya athra pora,2013,"['Gopika', 'Jayaram']","['Saikumar', 'Arun Ghosh', 'Jayaraj Warrier', 'Reena Basheer', 'Ambika Mohan', 'Siddique', 'Sunil Sukhada', 'Balachandran Chullikkad', 'Sanju Sivaram', 'Majeed', 'Molly Kannamaly', 'Aju Varghese']",Lijo Paul,K Gireesh Kumar,"P Bhaskaran, Engandiyoor Chandrasekharan",Shyam Dharman,"Shyam Dharman, Kabeer, Nicy",Family Story,,Nadhan Mannur,Aan Media Release,,,,,,Thrissur,Collins Leophil
1,2013-01-03,Binoy George,Shaji Francis,,,Shaji Francis,,omega.exe,2013,[],"['Akansha Puri', 'Vineeth', 'Mahesh', 'Dinesh Panicker', 'Iniya', 'Harish Raj', 'Sanju Sivaram', 'Sidharth Shiva', 'Sandhya Ramesh', 'Vanitha Krishnachandran', 'Krishnachandran']",Vipin Mannoor,Shaji Francis,"Chittoor Gopi, Shaji Francis",Ronnie Raphael,"Madhu Balakrishnan, Franco, Ranjini Jose, Sithara Krishnakumar, Sudeep Kumar, Vidhu Prathap",,,Unni Kuttippuram,,,Ronnie Raphael,,,,,
1,2013-01-03,Ranjan Pramod,Mahaa Subair,Varnachithra Big Screen,Ranjan Pramod,,,rose guitarinaal,2013,"['Manesh Krishnan', 'Manoj Kumar', 'Richard Joy Thomas', 'Athmeeya Rajan']","['Jagadish', 'Joy Mathew', 'Rejith Menon', 'Thara Kalyan']",Sajit Unnikrishnan,,"Shahabaz Aman, Ranjan Pramod",Shahabaz Aman,"Gayathri Asokan, Shahabaz Aman, Ranjan Pramod, Alfred Eby Isaac, Kavya Ajith, Charls Nazarath, Neha Nair, Parvathi",,,,,,,,,,,Collins Leophil
1,2013-04-19,Diphan,Royson Vellara,,"Suresh Menon, Sathish K Sivan","Suresh Menon, Sathish K Sivan",Bharani K Dharan,sim,2013,"['Deepak Parambol', 'Ann Augustine', 'Manikandan Pattambi']","['Anoop Chandran', 'Vinod Kovoor', 'Vaiga', 'Praveen Prem', 'Sukumari']",Samjith Narayanan MHD,"Suresh Menon, Sathish K Sivan",Santhosh Varma,Gopi Sundar,"Sachin Warrier, Anna Katharina",,,Jyothish Shankar,,,,,,,Ernakulam,Collins Leophil
1,Unreleased,KM Madhusudanan,,National Film Development Corporation Limited,KM Madhusudanan,KM Madhusudanan,MJ Radhakrishnan,bioscope,2013,"['Walter Wagner', 'Megha Rajan', 'Anusha Mohan']","['TV Gangadharan', 'Ramgopal Balaji', 'Kuttyedathi Vilasini', 'Nedumpram Gopi', 'Bharathan Njarakkal', 'Nilamboor Ayisha', 'Murukan']",Bina Paul,KM Madhusudanan,Thiruvaloor,Chandran Veyattumal,Anil Ram,,,,,,,,,,,
1,Shooting in Progress,Sudhi Anna,Shiji USA,,Sudhi Anna,,Ragesh Narayanan,song of solomon,2013,[],[],Ragesh Narayanan,,Geogey,Geogey,"Manjari, Geogey",,,,,,,,,,,
