year,movie_title,movie_actors
1999,Jananaayakan (1999),"Babu Antony ,Lal ,Jagathy Sreekumar ,Devan ,Saikumar ,Mumtaz"
1999,F.I.R. (1999),"Suresh Gopi ,Narendra Prasad ,Karamana Janardhanan Nair ,Biju Menon ,Maniyanpilla Raju ,Devan ,Indraja ,Rajeev ,Ganesh Kumar ,Saikumar ,Mohan Jose ,Priyanka ,Chali Pala ,Aashish ,Bheeman Raghu ,Janardhanan ,NF Varghese ,Augustine ,Kozhikode Narayanan Nair ,Kanakalatha ,Subair"
1999,Veendum Chila Veettukaaryangal (1999),"Jayaram ,Thilakan ,Oduvil Unnikrishnan ,Nedumudi Venu ,KPAC Lalitha ,Samyuktha Varma ,Kuthiravattam Pappu ,Sidhique ,Mamukoya ,Reena M John ,Shanthakumari ,Sona Nair ,Krishnakumar ,AK Lohithadas ,KTC Abdulla"
1999,Indulekha (1999),"Jagathy Sreekumar ,Kochu Preman ,Indrans ,Nandu ,Manka Mahesh ,Jose Pallisseri ,Kanakalatha ,Anju (Baby Anju) ,Madhupal"
1999,Auto Brothers (1999),"Jagadeesh ,Baiju Santhosh ,Cochin Haneefa ,Harishree Ashokan ,Ashokan ,Chandni"
1999,Guard (1999),Manju Satheesh
1999,Usthaad (1999),"Mohanlal ,Vineeth ,Innocent ,Narendra Prasad ,Janardhanan ,NF Varghese ,Divya Unni ,Jomol ,Indraja ,Vani Viswanath ,Ganesh Kumar ,Sudhakaran"
1999,The Mummy (1999),"Brendan Fraser ,Rachel Weisz ,John Hannah ,Arnold Vosloo"
1999,Thennaali Raman (1999),"Mukesh ,Aishwarya"
1999,Agnisaakshi (1999),"Rajat Kapoor ,Sreenath ,Madambu Kunjikkuttan ,Madhupal ,Krishnakumar ,Shobana ,Praveena ,Sreevidya"
1999,Pranayanilaavu (1999),"Dileep ,Jagathy Sreekumar ,Kalabhavan Mani ,Mohini ,KR Vijaya ,Subair ,Madhu ,Nedumudi Venu ,Captain Raju ,Meghanathan ,Harishree Ashokan ,Manka Mahesh ,Idavela Babu ,Indulekha"
1999,Niram (1999),"Kunchacko Boban ,Boban Alummoodan ,Lalu Alex ,Salini ,Jomol ,S Ambika ,KPAC Lalitha ,Babu Swamy ,Kovai Sarala ,Bindu Panicker ,Ponnamma Babu"
1999,Vaasanthiyum Lakshmiyum Pinne Njaanum (1999),"Kalabhavan Mani ,Janardhanan ,Meghanathan ,Biju Menon ,Saikumar ,Ganesh Kumar ,Krishnakumar ,Kaveri ,Priya ,Praveena ,Vani Viswanath ,Indrans ,Bharath Gopi"
1999,Stalin Sivadas (1999),"Mammootty ,Saikumar ,Captain Raju ,Khushboo ,Madhu ,TP Madhavan ,Shankar ,Jagathy Sreekumar ,NN Ilayath ,Abu Salim ,Aravind Vijayan ,Maniyanpilla Raju ,Nedumudi Venu ,Jagadeesh ,Babu Namboothiri ,Chandni ,Anil Murali ,Kalamandalam Sreejaya ,Praveen Nair ,Madhupal ,James ,Jagannathan ,KPAC Azeez ,Kaladi Omana ,Shivaji ,Kanakalatha ,Poojappura Ravi ,Yamuna ,Ravi Vallathol ,Kottayam Shantha ,NF Varghese ,Kozhikode Narayanan Nair ,Mohanraj ,Aliyar"
1999,Onnaamvattam Kandappol (1999),"Sudheesh ,Jagathy Sreekumar ,Harishree Ashokan ,Indrans ,Kalabhavan Mani ,Spadikam George ,Praveena ,Madhu"
1999,Ezhupunnatharakan (1999),"Mammootty ,Madhu ,Jagadeesh ,Rajan P Dev ,Namrada Shirodkar ,Praveena ,Sangeetha (Rasika) ,Kaviyoor Ponnamma ,Chandni ,Ponnamma Babu ,Manka Mahesh ,Reena M John ,KPAC Sunny ,Captain Raju ,Sainuddin ,Vijayakumar ,Kozhikode Narayanan Nair ,VK Sreeraman ,Sadiq ,Paravoor Ramachandran ,Spadikam George ,Shammi Thilakan ,Baiju Ezhupunna ,Jagannatha Varma ,Risabava ,Prof Aliyar ,TP Madhavan ,D Philip ,Jayabharathi"
1999,Captain (1999),"Captain Raju ,Baiju Santhosh ,Babu Antony ,Devan ,Bobby Kottarakkara ,Abu Salim ,Jose Pallisseri ,Jagathy Sreekumar ,Kalabhavan Mani ,Devan ,Madhupal ,CS Abraham (American Achayan) ,Bheeman Raghu ,Vani Viswanath ,Shakkeela ,Usha ,Roopasree ,Master Aswin"
1999,Udayapuram Sulthan (1999),"Mala Aravindan ,Jagathy Sreekumar ,Harishree Ashokan ,Oduvil Unnikrishnan ,Innocent ,Cochin Haneefa ,Captain Raju ,Dileep ,Preethi Vijayakumar"
1999,Chandamama (1999),"Kunchacko Boban ,Sudheesh ,Kalabhavan Navas ,Jagathy Sreekumar ,Janardhanan ,Cochin Haneefa ,Oduvil Unnikrishnan ,CI Paul ,Sidhique ,Anu Anand ,Harishree Ashokan ,Mamta Kulkarni ,Sulekha ,Mayoori ,Ponnamma Babu ,Kalpana"
1999,Chandranudikkunna Dikkil (1999),"Dileep ,Innocent ,Biju Menon ,Lal ,Jagadeesh ,NF Varghese ,Samyuktha Varma ,Kavya Madhavan ,Sadiq ,Kuthiravattam Pappu ,Jaffer Idukki ,James ,Sukumari ,Manka Mahesh ,Indrans ,Ottappaalam Pappan ,Meghanathan ,Mariya ,TP Madhavan"
1999,Garshom (1999),"Murali ,VK Sreeraman ,Urvashi ,Baby Hency ,Valsala Menon ,Joseph Chacko ,Madhu ,Irshad ,Sidhique ,Zeenath ,Mamukoya ,Devan ,Nedumudi Venu ,Sadiq ,Jose Pallisseri"
1999,Pranayamazha (1999),Not Available
1999,Diamond Palace (1999),Not Available
1999,Sneha Saamraajyam (Punnaaram Kuyil) (1999),"Krishna ,Abhirami"
1999,Oru Saaphalyam (1999),"Suresh Gopi ,Thilakan ,Kalabhavan Mani ,Sidhique ,Sangeetha ,Praveena"
2000,Cover Story (2000),"Suresh Gopi ,Biju Menon ,Nedumudi Venu ,Risabava ,Sidhique ,Augustine ,NF Varghese ,Meghanathan ,Tabu ,Yamuna ,Ponnamma Babu"
2000,Kochu Kochu Thettukal (2000),",Kalasala Babu"
2000,Ival Draupadi (2000),"Kalabhavan Mani ,Madhupal ,Shaju Sreedhar ,Mala Aravindan ,VK Sreeraman ,Spadikam George ,Sreekanth Viswanath ,Kozhikode Narayanan Nair ,Sulfy ,Ali ,Prabhakar ,Mafia Sasi ,Bechu Rahman ,Vani Viswanath ,Sujitha ,Lissy Jose ,Bindu ,Athira"
2000,Life is Beautiful (2000),"Mohanlal ,Innocent ,Nedumudi Venu ,Risabava ,Master Arun ,Saikumar ,Samyuktha Varma ,KPAC Lalitha ,Geethu Mohandas ,Saritha ,Reena M John ,Amrutham Gopinath ,Ponnamma Babu"
2000,Kinnaarathumbikal (2000),"Sanjju ,Jayarajan ,Salim Kumar ,Shajoon ,Hema ,Kuttiyedathi Vilasini ,Shakkeela ,Salim Kumar ,Thodupuzha Vasanthy"
2000,Madhuranombarakkaattu (2000),"Biju Menon ,Sreenivasan ,Oduvil Unnikrishnan ,Mala Aravindan ,Vimal Raj ,Nedumudi Venu ,Sarath ,TP Madhavan ,Augustine ,Jose Pallisseri ,VK Sreeraman ,Master Aswin ,Samyuktha Varma ,KPAC Lalitha ,Kavya Madhavan ,Manjima Mohan"
2000,Mele Vaaryathe Malakhakkuttikal (2000),"Balachandra Menon ,Jagathy Sreekumar ,Harishree Ashokan ,Jose Pallisseri ,MS Thrippoonithura ,Salim Kumar ,Krishna ,Anzil ,Geetha ,KPAC Lalitha ,Abhirami ,Jomol ,Saritha Betty ,Swathy ,Priyanka"
2000,Ente Priyapptta Muthuvinu (2000),"Vijayakumar ,Rajan P Dev ,Karamana Janardhanan Nair ,Meghanathan ,Indrans ,KTS Padannayil ,Kumarakam Raghunath ,Maathu ,TR Omana"
2000,Kharaaksharangal (2000),"TP Madhavan ,Master Arun ,Sidhique ,Sree Hari ,Manka Mahesh ,Sona Nair ,Rinsa Salim ,Baby Sruthi Lakshmi"
2000,Vinayapoorvam Vidyaadharan (2000),"Jagathy Sreekumar ,Rajan P Dev ,NF Varghese ,Jagadeesh ,Indrans ,Harishree Ashokan ,Salu Kootanaad ,Salim Kumar ,Sukanya ,Ponnamma Babu ,Jolly Easow ,Manju Pillai ,Valsala Menon ,Madhupal ,Spadikam George ,Kozhikode Narayanan Nair ,Sukumari ,Kochu Preman"
2000,Kochu Kochu Santhoshangal (2000),"Jayaram ,Lakshmi Gopalaswamy ,Bhanupriya ,Kavya Madhavan ,Lalu Alex ,Bahadoor ,Innocent ,KPAC Lalitha ,Kalidasan ,EP Moideen"
2000,Kannaadikkadavathu (2000),"Murali ,Lalu Alex ,Tony ,Sadiq ,Salu Kootanaad ,Mamukoya ,Rahana ,Mini Nair ,Kalpana ,Adoor Bhavani ,Suvarna Mathew"
2000,O Priye (2000),Not Available
2000,Snehapoorvam Anna (2000),"Innocent ,Cochin Haneefa ,Sudheesh ,Nandu ,Vaibhavi Merchant ,Bindu Panicker ,Captain Raju ,Reena M John"
2000,Indriyam (2000),"Boban Alummoodan ,Nishant Sagar ,Raghavan ,Vikram ,Devan ,Yadu Krishnan ,Cochin Haneefa ,Prathapachandran ,Ravi Vallathol ,Vani Viswanath ,Lena ,Yamuna ,Aranmula Ponnamma ,Mahima"
2000,Gandharvaraathri (2000),"Subair ,Madhu Menon ,Sidhique ,Saraswathy ,Baby Surendran ,Vichithra ,Valsala Menon"
2000,Iniyum Oru Janmam (2000),Reshma
2000,The Warrant (2000),"Napolean ,Jagadeesh ,Jagathy Sreekumar ,Devan ,Rajan P Dev ,Shammi Thilakan ,Krishnakumar ,Vineetha ,Shilpa ,Kanakalatha"
2000,Susanna (2000),"Nedumudi Venu ,Bharath Gopi ,Narendra Prasad ,Charuhasan ,Murali ,MR Gopakumar ,Ganeshan ,Shivaji Guruvayoor ,MG Sasi ,Mukundan ,Aliyar ,Gopalakrishnan ,Sudhi Ranjan ,Madhupal ,Vani Viswanath ,Urmila Unni ,Geetha Nair ,Rashmi Soman ,Prasanna Ravi ,Ramya ,Teena ,Omana Ouseph ,KG Chithranjali"
2000,Ithu Kadhayalla (2000),Not Available
2000,Pavizhakkottaram (2000),Not Available
2000,Man Kolangal (2000),Manikandan Pattambi
2000,Sahayaathrikaykku Snehapoorvam (2000),"Kunchacko Boban ,Maniyanpilla Raju ,Narendra Prasad ,Sudheesh ,Innocent ,Jagadeesh ,Nasser ,Devan ,NF Varghese ,Indrans ,Kavya Madhavan ,Manka Mahesh ,Bindu Panicker ,Yamuna ,Kaviyoor Renuka ,Ponnamma Babu"
2000,Madhumaasam (2000),Nedumudi Venu
2000,Nisheedhini (2000),"Devan ,Prathapachandran ,Shajith ,Usman ,Tomy ,Bhaskar ,Vijay Sankar ,Maria"
2000,Saayaahnam (2000),"O Madhavan ,Ibrahimkutty ,Anand ,Alex Kadavil ,MS Nazeer ,Dr T Suresh Kumar ,Johnson Mulanthuruthi ,Master Jishnu ,Anil Pappan ,Kailas ,Gomathy Mahadevan ,Jomol ,Ramya Nambeesan"
2000,Thamburaan (2000),Nedumudi Venu
2000,Joker (2000),"Dileep ,Bahadoor ,Babu Antony ,Nishant Sagar ,Mala Aravindan ,NL Balakrishnan ,Mamukoya ,Guinness Pakru (Ajayakumar) ,Sreehari ,Manya ,Bindu Panicker ,Anitha Nair ,Zeenath ,Raghu (Mela) ,TS Raju ,Reena M John"
2000,Fashion Girls (2000),Not Available
2000,Pranayamarmmaram (2000),"Kalamandalam Jayakumar ,Pallikkal Sherir ,Njekkad Raj ,Sreekandakurup ,Himabindu ,Meena Krishna Attingal ,Hema"
2000,Monisha Ente Monalisa (2000),"Ramakanth ,Mumthaj ,T Rajendar ,Chilambarasan ,Vadivelu ,Deepshikha"
2000,Puraskaaram (2000),"Nedumudi Venu ,Urmila Unni ,Suchithra ,Kollam Ajith"
2000,Varnakkaazhchakal (2000),"Dileep ,Oduvil Unnikrishnan ,NF Varghese ,Jagathy Sreekumar ,Ravi Menon ,Poornima Mohan ,Rasika ,KPAC Lalitha ,Manka Mahesh ,Bindu Panicker ,Kalabhavan Mani ,S Ambika ,Ponnamma Babu"
2000,Devadoothan (2000),"Mohanlal ,Vineeth Kumar ,Jagadeesh ,Jagathy Sreekumar ,Janardhanan ,Murali ,Sarath ,Jijo ,Jayapradha ,Vijaya Lakshmi"
2000,Raakkilippaattu (2000),"Major Ravi ,Tabu ,Swetha Menon ,Jyothika ,Sharbani Mukherjee ,Isha Kopikar ,Lakshmi ,Suchithra ,Mita Vasisht ,Santhi Williams ,Sukumari ,Philomina ,KPAC Lalitha ,Jomol"
2000,Sradha (2000),"Mohanlal ,Shobana ,Abhirami ,Arun Pandian ,Rashmi Soman ,Devan ,Vijayaraghavan ,Kozhikode Narayanan Nair ,Sangeetha (Rasika) ,Indraja ,Seema"
2000,Mazha (2000),"Biju Menon ,Lal ,Samyuktha Varma ,Thilakan ,Jagathy Sreekumar ,Urmila Unni ,Devi Ajith ,Sindhu Shyam"
2000,Priyankari (2000),"Tharun Sagar ,Idavela Babu ,Bobby Kottarakkara ,Bheeman Raghu ,Jose Pallisseri ,Nisha Chowdhary ,Girija (New) ,Soumya ,Pushpa"
2000,Oru Cheru Punchiri (2000),"Oduvil Unnikrishnan ,Paul ,Mukundan ,Thampi Kannanthanam ,PK Venukkuttan Nair ,Aliyar ,Jaya Krishnan ,Master Vignesh ,Joy ,Vijayan Peringode ,Manka Mahesh ,Sindhu ,Roslin ,Nirmala Sreenivasan ,Sreedevi Unni ,Lena"
2000,ManjuKaalappakshi (2000),"Vijay Menon ,Anas ,Shakkeela ,Machan Varghese ,Jagathy Sreekumar"
2000,India Gate (2000),"Jagadeesh ,Devan ,Shammi Thilakan ,Bheeman Raghu ,MS Thrippoonithura ,Kollam Ajith ,Nandu ,Vani Viswanath ,Niranjana ,Rona ,Anjali Krishna ,Kochu Preman ,Augustine ,Tom George"
2000,Thottam (2000),"Shivaji ,MR Gopakumar ,Vineeth Kumar ,Prasanth ,Ravi Alummoodu ,Madhu Master ,Sivarthi ,S Gopalakrishnan ,Sophya ,Kala ,Seema G Nair"
2000,Shaantham (2000),"IM Vijayan ,Perangode Chithrabhanu ,Kalamandalam Gopi ,VK Sreeraman ,MG Sasi ,Madambu Kunjikkuttan ,Master Athul ,Seema Biswas ,KPAC Lalitha ,Lena ,Thrikkodithanam Sachithanandan ,KTC Abdulla"
2000,The Judgement (2000),"Devan ,Madhupal ,Kanakalatha ,Shakkeela ,Kozhikode Narayanan Nair ,Sudheer"
2000,Daivathintemakan (2000),"Jayaram ,Pooja Batra ,Janardhanan ,Jagathy Sreekumar ,Ponnamma Babu"
2000,Arayannangalude Veedu (2000),"Mammootty ,Sidhique ,Devan ,Sona Nair ,Lakshmi Gopalaswamy ,Kaviyoor Ponnamma ,Subair"
2000,Puli Pidicha Pulivaal (2000),"Premkumar ,Aby ,Machan Varghese ,Kochupreman ,Narayanankutty ,Pradeep Kaitharam ,Kannan Changanassery ,Priyanka ,Soorya Sardar ,Devi ,Sheela (New)"
2000,The Gang (2000),"Vani Viswanath ,Napolean ,Kalabhavan Mani ,Jagathy Sreekumar ,Cochin Haneefa ,Hemanth Ravan ,Spadikam George ,Salim Bava ,Abu Salim"
2000,Ayyappanttamma Neyyappam Chuttu (2000),"Master Paul ,Rohan Pentar ,Praveen ,Sidhique ,Antara Mali ,Ancy K Thampi ,Yamuna"
2000,Miss India (2000),Not Available
2000,Summer Palace (2000),"Anzil ,VK Sreeraman ,Jagadeesh ,Risabava ,Indrans ,Prathapachandran ,Hari Nair ,Devan ,Krishnaprasad ,Manuraj ,Saikumar ,Sadiq ,Anju Aravind ,Mayoori ,Sindhu"
2000,Darling Darling (2000),"Dileep ,Vineeth ,Kavya Madhavan ,Jagathy Sreekumar ,Janardhanan ,CI Paul ,Abu Salim ,Babu Swamy"
2000,Sathyam Sivam Sundaram (2000),"Kunchacko Boban ,Balachandra Menon ,Cochin Haneefa ,Harishree Ashokan ,Jagadeesh ,Jagathy Sreekumar ,Janardhanan ,Indrans ,Nasser ,Ashwathi ,S Ambika"
2000,Vedathi (2000),Not Available
2000,Swayamvara Panthal (2000),"Jayaram ,VK Sreeraman ,Maniyanpilla Raju ,Mamukoya ,Innocent ,Sreenivasan ,Sudheesh ,Janardhanan ,Samyuktha Varma ,KPAC Lalitha ,S Ambika ,Bindu Panicker ,Lalu Alex ,Manju Pillai ,Ponnamma Babu ,Kunchan ,Kannur Sreelatha ,Sarathchandra Babu"
2000,Dreamz (2000),"Suresh Gopi ,Abbas ,Rahman ,Janardhanan ,Jagathy Sreekumar ,Jagadeesh ,Subair ,Anoop ,Jose Pallisseri ,Sadiq ,Sreevidya ,Meena Dorairaj ,Rashmi Soman ,Kaviyoor Renuka ,Reena M John ,Sindhu ,Manka Mahesh"
2000,Valyettan (2000),"Mammootty ,Sidhique ,Manoj K Jayan ,Sudheesh ,Vijayakumar ,Captain Raju ,Saikumar ,Kalabhavan Mani ,NF Varghese ,Bheeman Raghu ,Innocent ,Shobana ,Poornima Mohan ,Sukumari ,Subair ,VK Sreeraman ,Kozhikode Narayanan Nair ,Irshad ,Kollam Ajith ,Biyon Gemini ,Ramu ,Ponnamma Babu"
2000,Pilots (2000),"Suresh Gopi ,Jagathy Sreekumar ,Sreenivasan ,Maniyanpilla Raju ,Indrans ,Janardhanan ,Madhupal ,TP Madhavan ,Praveena ,Jyothirmayi ,Ponnamma Babu ,Valsala Menon ,Sukumari"
2000,Sumangalee Bhava (2000),Not Available
2000,Ingane Oru Nilaappakshi (2000),"Kunchacko Boban ,Thilakan ,Jagathy Sreekumar ,Jagadeesh ,Kalabhavan Mani ,MS Thrippoonithura ,Sudhakaran ,Sneha ,Sreevidya ,Sujitha ,Thrissur Elsy ,Kozhikode Narayanan Nair ,Subair ,Manka Mahesh ,Rasika ,Priyanka ,Zeenath"
2000,Mazhanoolkkanavu (2000),"Vineeth Kumar ,Narendra Prasad ,Spadikam George ,Paravoor Bharathan ,Yadu Krishnan ,Jagathy Sreekumar ,Mamukoya ,Augustine ,Babu Swamy ,Jijoy Rajagopal ,Subair ,MR Gopakumar ,Yamuna ,Charulatha"
2000,Sparsham (2000),"Manoj K Jayan ,Jagadeesh ,Sidhique ,Murali ,Thilakan ,Sarath ,Tony ,TS Raju ,Kaveri ,Priya Raman ,Chandni ,Ponnamma Babu ,Trichur Elsy ,Sathar"
2000,Sathyameva Jayathe (2000),"Suresh Gopi ,Balachandra Menon ,NF Varghese ,Rajan P Dev ,Maniyanpilla Raju ,Hemanth Ravan ,Sidhique ,Sadiq ,Devan ,Spadikam George ,Aishwarya ,Kaveri ,Reena M John"
2000,High Range (2000),Not Available
2000,Karunam (2000),"Vavachan ,Biju Menon ,Madambu Kunjikkuttan ,Aliyamma"
2000,Nishaasurabhikal (2000),"Ravikumar ,Vahini ,Sindhu ,Abana ,Usharani ,Leela Gopinath ,Sumathi ,Prathapachandran ,K Vijayan ,Shanthakumar"
2000,Neelathadaakatthile Nizhalppakshikal (2000),"Jagathy Sreekumar ,Manu Varma ,Kumarakam Raghunath ,Saikumar ,Sibi Vettoran ,American Achayan ,MR Gopakumar ,Indrans ,Kochu Preman ,Jyothi Priya ,Anjali Krishna ,Kanakalatha ,Manka Mahesh ,Bindu Varappuzha"
2000,Varavaay (2000),"Saikumar ,Harishree Ashokan ,Bobby Kottarakkara ,Manuraj ,Sukumari ,Lakshmi ,Sruthi Raj ,Shubha ,Jolly Easow"
2000,Punaradhivaasam (2000),"Manoj K Jayan ,Saikumar ,Nandita Das ,Praveena ,Lalu Alex"
2000,Daadaasaahib (2000),"Mammootty ,Cochin Haneefa ,Kalabhavan Mani ,Babu Namboothiri ,Murali ,Madhupal ,Ganesh Kumar ,Saikumar ,Rajan P Dev ,Aathira ,Kaveri ,Sanusha (Baby Sanusha)"
2000,Mr Butler (2000),"Dileep ,Innocent ,Nedumudi Venu ,Jagathy Sreekumar ,Janardhanan ,Kalabhavan Mani ,Kuthiravattam Pappu ,Cochin Haneefa ,Madhupal ,Ruchitha Prasad ,Manju Pillai ,Chithra ,Philomina ,Sonia ,K Vijayan ,Zeenath ,Lalithasree"
2000,Ee Mazha Thenmazha (2000),"Sudheesh ,Thilakan ,Harishree Ashokan ,Rajan P Dev ,Jagadeesh ,KTS Padannayil ,Machan Varghese ,Kanaka ,Sreevidya ,Philomina ,Leela Gopinath ,Manaja"
2000,Narasimham (2000),"Mohanlal ,Mammootty ,Thilakan ,Kozhikode Narayanan Nair ,NF Varghese ,Saikumar ,Vijayakumar ,Kalabhavan Mani ,VK Sreeraman ,Narendra Prasad ,EA Rajendran ,TP Madhavan ,Jagathy Sreekumar ,Maniyanpilla Raju ,Bheeman Raghu ,Aishwarya ,Jagannatha Varma ,Bharathi Vishnuvardhan ,Kanaka"
2000,Mark Antony (2000),"Suresh Gopi ,Jagathy Sreekumar ,Baiju Santhosh ,Indrans ,Lalu Alex ,Mala Aravindan ,NF Varghese ,Bheeman Raghu ,Janardhanan ,Madhupal ,VK Sreeraman ,Adoor Bhavani ,Divya Unni ,KPAC Lalitha ,Bindu Panicker ,Kaveri"
2000,Unnimaaya (2000),"Hemanth Ravan ,Jagannatha Varma ,James ,Salim Kumar ,Maria ,Gayathri ,Kuttiyedathi Vilasini ,Kaduvakkulam Antony ,Narayanankutty ,Thycaud Rajan"
2000,Mimics 2000 (2000),"Jagadeesh ,Sainuddin ,Innocent ,Ashokan ,Sidhique ,Sunitha"
2000,Aanamuttathe Aangalamar (Manayoorile Manikyam) (2000),"Jagathy Sreekumar ,Jagadeesh ,Nedumudi Venu ,Harishree Ashokan ,Indrans ,Augustine ,Spadikam George ,Maathu ,Sreejaya ,Bindu Panicker ,Philomina ,Valsala Menon ,Meena Ganesh"
2000,Priye Ninakkaayi (2000),"Aneesh G Menon ,Haritha ,Jose Pallisseri ,Mala Aravindan ,Kumarakam Raghunath ,Salim Kumar ,Kanakalatha"
2000,Rapid Action Force (2000),"Kalabhavan Mani ,Rajan P Dev ,Bheeman Raghu ,Sidhique ,Devan ,Baburaj ,Kollam Thulasi ,Risabava ,Vani Viswanath ,Vineetha ,Anusha ,Shanthadevi ,Trichur Elsy ,Priyanka ,Philomina ,Abu Salim"
2000,Kaathara (2000),"Meghanathan ,Kalabhavan Prajod ,Salu ,Kochu Preman ,Santhosh ,Shajoon ,Machan Varghese ,Ameerjan ,Maria ,Shakkeela ,Himabindu ,Sasirekha"
2000,Priyam (2000),"Kunchacko Boban ,NF Varghese ,Devan ,Master Arun ,Master Aswin ,Thilakan ,Jagathy Sreekumar ,Indrans ,Deepa Nair ,Sruthi Raj ,Manka Mahesh ,Sukumari ,Ramya ,Manjima Mohan ,Kanakalatha"
2000,Mohakkottaaram (2000),"Jagathy Sreekumar ,Thilakan ,MG Soman ,Kuthiravattam Pappu ,Oduvil Unnikrishnan ,Maathu"
2000,Thankathoni (2000),"Sudhakar Vasanth ,American Achayan ,Kollam Ajith ,Rajasekhar ,Vahini ,Shakkeela ,Trichur Elsy ,Prathapachandran"
2000,Naadan Pennum Naattupramaaniyum (2000),"Jayaram ,Jagathy Sreekumar ,Harishree Ashokan ,NF Varghese ,Indrans ,TP Madhavan ,Kalamandalam Kesavan ,Jose Pallisseri ,Salim Kumar ,Kottayam Nazeer ,Vinu Chakravarthy ,Abu Salim ,Payyans ,Samyuktha Varma ,Sreevidya ,Roslin ,KPAC Lalitha ,Sona Nair"
2000,Thenkaashippattanam (2000),"Lal ,Salim Kumar ,Vinu Chakravarthy ,Suresh Gopi ,Dileep ,Spadikam George ,Kochu Preman ,Samyuktha Varma ,Kavya Madhavan ,Geethu Mohandas ,Manka Mahesh"
2000,Ariyaathe (2000),"Sujith ,Lavanya ,Anuja ,Biju Kodungallur ,Sreevaragam Krishnan Nair ,CS Venu"
2000,Millenium Stars (2000),"Jayaram ,Biju Menon ,Suresh Gopi ,Harishree Ashokan ,Devan ,Kalabhavan Mani ,Jagathy Sreekumar ,Laxmi Rattan ,Abhirami ,Manorama ,Senthil"
2000,Shayanam (2000),"Babu Antony ,Babu Namboothiri ,Indrans ,Ajayan ,Joseph Chacko ,S Gopalakrishnan ,Mullanezhi ,Kalpana ,MK Kamalam ,KG Devakiyamma ,Meena Ganesh ,Ramadevi ,Jayalakshmi ,Gladis ,Alencier Ley Lopez"
2000,Raakkilikal (2000),"Riyaz Khan ,John ,Manoj ,Vimal Raj ,Jose Pallisseri ,Sindhu ,Lekha Pande ,Gayathri ,Shakkeela"
2000,Manassil Oru Manjuthulli (2000),"Krishnakumar ,Nishant Sagar ,Jagathy Sreekumar ,Saju Kodiyan ,MS Thrippoonithura ,KTS Padannayil ,Praveena ,Devaki ,Bindu Ramakrishnan ,Kalpana"
2000,Meranam Joker (2000),"Nadirsha ,Rajan P Dev ,Salim Kumar ,Ponnamma Babu"
2000,Pranayadaaham (2000),"Vijay (Old) ,Ravi Iringalakkuda ,Janardhanan ,Ravani ,Sindhu ,Savitha ,Raadhika"
2000,Kolothu Naattile Kochu Visheshangal (2000),Not Available
2001,Raasaleela (2001),"Jayachandran ,Yadav ,Santhosh ,Mariya ,Shakkeela"
2001,Moha Nayanangal (2001),"Ramesh Kannan ,James Parakkal ,Hameed ,Hari ,Rajashekharan ,Shakkeela ,Maria ,Reshma ,Vimala"
2001,Ente Swarnam (2001),"Shakeela ,Reshma ,Prathapachandran ,Vijay Shankar"
2001,Swargavaathil (2001),"Jagannatha Varma ,Damodaran Vadakara ,Srijith ,Pramod ,Sajan ,Sasikumar S ,Shakkeela ,Kanakalatha ,Sajana"
2001,Malaramban (2001),"Siva ,Prathapachandran ,Hari ,Fathima ,Maria ,KV Santhi ,Lekha ,Uma"
2001,Kaattu Vannu Vilichappol (2001),"Vijayaraghavan ,Krishnakumar ,Madambu Kunjikkuttan ,Jose Pallisseri ,TV Chandran ,AK Lohithadas ,Harishree Ashokan ,Chippy ,Priyadarsini ,Saraswathi Amma ,Shanthadevi"
2001,Narendran Makan Jayakaanthan Vaka (2001),"Kunchacko Boban ,Samyuktha Varma ,Sreenivasan ,Innocent ,Oduvil Unnikrishnan ,Mamukoya ,Asin Thottumkal ,Parthiban ,Janardhanan ,Kalamandalam Geethanandan"
2001,Meghasandesham (2001),"Suresh Gopi ,Samyuktha Varma ,Rajashree Nair ,Geedha Salam ,Harishree Ashokan"
2001,Thaazhvara (2001),Not Available
2001,Saari (2001),"Ramya ,Krishna ,Nedumudi Venu ,Sreelatha Namboothiri ,Priyanka"
2001,Thaarunyam (2001),"Salim Bava ,James Parakkal ,Asaan Srikala ,Meenu Raj ,Akhila ,Gopika ,Reshma ,Roshini"
2001,Premaagni (2001),"Vetri ,Ravibharathi ,Prathapachandran ,Sreeni Vasaw ,Hema ,Lekha Pande ,Usharani ,Shakkeela"
2001,Maami (2001),"Satheesh ,Usman ,NK Gopalakrishnan ,Prathapachandran ,Raviraja ,Shakkeela ,Soumya ,Sangeetha"
2001,Sraavu (2001),"Captain Raju ,Babu Antony ,Biju ,Devan ,Shankar ,Jagannatha Varma ,Shivaji ,Risabava ,Vimal Raj ,Sadiq ,Subair ,Karyavattam Sasikumar ,Kochu Preman ,Abu Salim ,Manu Varma ,Jagannadhan ,K Balaji ,KTS Padannayil ,Reshma ,Ragasudha ,Moneesha"
2001,Praja (2001),"Mohanlal ,Manoj K Jayan ,Biju Menon ,Cochin Haneefa ,Babu Namboothiri ,Vijayakumar ,Devan ,Shammi Thilakan ,Aishwarya ,Sukumari ,Ponnamma Babu ,Jyothi ,Anupam Kher ,Baburaj ,Vijayaraghavan ,Suresh Krishna ,Jagannatha Varma ,NF Varghese"
