year,movie_title,movie_actors
1980,Pavizhamuthu (1980),"MG Soman ,Bahadoor ,Sankaradi ,Seema ,KR Vijaya ,Reena M John ,Prathap Pothen"
1980,Adhikaaram (1980),"Sukumaran ,Raghavan ,Sathar ,Sankaradi ,TM Abraham ,Sarada ,Seema ,Sukumari ,Nellikkodu Bhaskaran ,Jalaja ,Mala Aravindan ,Shanthadevi"
1980,Anthappuram (1980),"Prem Nazeer ,Jayan ,Adoor Bhasi ,Sudheer ,Jose Prakash ,Jagannatha Varma ,Nellikkodu Bhaskaran ,Manavalan Joseph ,Thodupuzha Radhakrishnan ,Justin ,S Ambika ,Seema ,Kaviyoor Ponnamma ,Anandavalli ,Vanchiyoor Radha ,Master Suresh ,Baby Vandana ,Anandavalli"
1980,Shakthi (1980),"Jayan ,Ravikumar ,Sreevidya ,Seema ,MN Nambiar ,Jose Prakash ,TP Madhavan ,Bahadoor ,Seema ,Jagathy Sreekumar ,Prathapachandran ,Kanakadurga ,Ceylon Manohar"
1980,Agnikshethram (1980),"Prem Nazeer ,Jose Prakash ,Shobana (Roja Ramani) ,Kanakadurga ,Sreevidya ,Ramadevi ,Thrissur Elsy ,Jagathy Sreekumar"
1980,Oru Varsham Oru Maasam (1980),"MG Soman ,Sankaradi ,Bahadoor ,Meena ,Jayabharathi ,Ravindran ,Prathapachandran ,CI Paul ,Kaviyoor Ponnamma ,PK Radhadevi ,Jagathy Sreekumar ,Sreelatha Namboothiri"
1980,Meen (1980),"Madhu ,Jayan ,Jose ,Lalu Alex ,Johny ,Balan K Nair ,PK Abraham ,Sankaradi ,Adoor Bhasi ,Kuthiravattam Pappu ,Paravoor Bharathan ,Nellikkodu Bhaskaran ,Jaffer Khan ,Gopinathan Nair ,Sreevidya ,Seema ,S Ambika ,Meena ,Kottayam Shantha ,Shubha"
1980,Love in Singapore (1980),"Prem Nazeer ,Jayan ,Jose Prakash ,Latha Sethupathy ,Kaviyoor Ponnamma ,Prathapachandran ,Master Sunil ,Master Anil ,Anuradha ,Vallathol Unnikrishnan ,John Varghese ,Thyagarajan ,Gopi ,Shyam Prasad ,Balababu ,Stevan Thoo ,Peter Chong ,Madeleng Teo ,Janardhanan"
1980,Ival Ee Vazhi Ithu vare (1980),"MG Soman ,Adoor Bhasi ,Balan K Nair ,Jose Prakash ,Jayabharathi"
1980,Rajaneegandhi (1980),"Madhu ,Jose ,Ravikumar ,Adoor Bhasi ,Paravoor Bharathan ,Prathapachandran ,Kuthiravattam Pappu ,PR Menon ,Johny ,Shobana (Roja Ramani) ,Lakshmi ,Silk Smitha ,Sreelatha Namboothiri ,Sharmila ,Manavalan Joseph ,Kottayam Shantha"
1980,Puzha (1980),"MG Soman ,Ravikumar ,Sankaradi ,Reena M John ,Sreevidya ,S Ambika ,Meena ,Sukumari ,Manavalan Joseph ,Alummoodan"
1980,Eden Thottam (1980),"MG Soman ,Jose ,Jagathy Sreekumar ,Jose Prakash ,Mala Aravindan ,Sankaradi ,KPAC Sunny ,Jayabharathi ,S Ambika ,Sukumari ,Sreelatha Namboothiri , ,Dhanya (Old) ,TP Madhavan ,Sheema ,Chandrika"
1980,Chandrahaasam (1980),"Prem Nazeer ,Jayan ,Jose Prakash ,Balan K Nair ,Janardhanan ,Jagathy Sreekumar ,CI Paul ,Prathapachandran ,GK Pillai ,Thodupuzha Radhakrishnan ,John Varghese ,Seema ,Jayabharathi ,TR Omana ,Pala Thankam ,Vanitha Krishnachandran ,Vanchiyoor Radha ,Karan (Master Raghu) ,Master Suresh"
1980,Malankaattu (1980),"Babu ,Prathima ,Shyamal Rao"
1980,Daaliyappookkal (1980),"MG Soman ,Sudheesh (Old) ,PK Venukkuttan Nair ,Pappan ,Roopesh ,Shobha ,Mallika Sukumaran ,Mala Aravindan"
1980,Chandrabimbam (1980),"MG Soman ,Sathar ,Prathap Pothen ,Jayabharathi ,MN Nambiar ,Vanitha Krishnachandran ,Sukumari ,Kottayam Shantha ,Kunchan ,Punjabi ,Sunanda"
1980,Ormakale Vida Tharoo (1980),"Prathap Pothen ,Sreevidya ,Hari ,PK Abraham ,Sankaradi ,Chandraji ,Prathapachandran ,TP Madhavan ,Kuthiravattam Pappu ,Philomina ,Sreelatha Namboothiri"
1980,Kaavalmaadam (1980),"Sukumaran ,KP Ummer ,Kuthiravattam Pappu ,Jose ,Mala Aravindan ,S Ambika ,Sukumari ,Sathyachithra ,Suchithra (Old)"
1980,Laava (1980),"Prem Nazeer ,Sathar ,Balan K Nair ,KP Ummer ,Madhavi ,Jayamalini ,Prameela ,Sumithra ,Oduvil Unnikrishnan ,Jagathy Sreekumar ,Bahadoor ,Kunjandi ,Nellikkodu Bhaskaran ,GK Pillai ,Krishna Kurup"
1980,Lorry (1980),"Balan K Nair ,Prathap Pothen ,Sankaradi ,Achankunju ,Meena ,Nithya ,Bahadoor ,Shanthakumari"
1980,Sishirathil Oru Vasantham (1980),"Sukumaran ,Kuthiravattam Pappu ,Ravikumar ,Shubha ,Maniyanpilla Raju"
1980,Swathu (1980),"Ravikumar ,Jayadevan ,N Govindankutty ,Paul Vengola ,Jagathy Sreekumar ,Thikkurissi Sukumaran Nair ,Zarina Wahab ,Madhu Malhothra ,Varalakshmi ,Mrs Lal"
1980,Seetha (1980),"Muralimohan ,S Ambika ,Sukumaran ,P Sreekumar ,Sasi ,Sukumari ,Aranmula Ponnamma ,Thikkurissi Sukumaran Nair"
1980,Prathishta (1980),"Zarina Wahab ,Shankar ,Adinad Sasi"
1980,Swargadevatha (1980),"KP Ummer ,Vincent ,Sudheer ,Sarada ,Seema"
1980,Naayaattu (1980),"Jayan ,Prem Nazeer ,N Govindankutty ,Adoor Bhasi ,KPAC Sunny ,KPAC Azeez ,Poojappura Ravi ,Vallathol Unnikrishnan ,TR Radhakrishnan ,PR Menon ,Harippad Soman ,Paniker ,Aravindakshan ,Zarina Wahab ,Jayamalini ,Meena ,Philomina"
1980,Pralayam (1980),"Prem Nazeer ,Sukumaran ,MG Soman ,KP Ummer ,Sankaradi ,Jayabharathi ,Poojappura Ravi ,Reena M John ,Sreelatha Namboothiri ,Vanchiyoor Madhavan Nair ,Kanakadurga"
1980,Akalangalil Abhayam (1980),"Madhu ,Sankaradi ,Veeran ,MG Soman ,Sukumaran ,Sarada ,S Ambika ,Sheela ,Manavalan Joseph ,Mala Aravindan ,Sadhana ,Justin ,KA Vasudevan"
1980,Aarohanam (1980),"Prathap Pothen ,Nedumudi Venu ,Surekha ,Kanakadurga ,Jalaja ,KPAC Azeez ,Jagathy Sreekumar ,PC Nair"
1980,Arangum Aniyarayum (1980),"Sukumaran ,KPAC Sunny ,Sankaradi ,Seema ,Mala Aravindan ,Meena ,Sreelatha Namboothiri ,TP Madhavan ,MN Nambiar ,Vallathol Unnikrishnan ,Sidhique (Old) ,Balan ,Bhaskaran"
1980,Youvanam Daaham (1980),"Jose ,Shubha ,Sudheer ,Nellikkodu Bhaskaran ,Poojappura Ravi ,Meena ,Adoor Bhavani ,Sreelatha Namboothiri ,CI Paul"
1980,Chaamaram (1980),"Prathap Pothen ,Nedumudi Venu ,Ratheesh ,Maniyanpilla Raju ,KPAC Azeez ,Zarina Wahab ,Kaviyoor Ponnamma ,Bhagyalakshmi ,Dhanya ,Jayashree"
1980,Thaliritta Kinaakkal (1980),"Sukumaran ,Tanuja ,Prathap Pothen ,Madhumalini ,Kuthiravattam Pappu ,Adoor Bhavani ,PK Abraham ,Mala Aravindan ,Beena ,Sukumari ,Manavalan Joseph ,Elsy ,Ramani ,Sarala"
1980,Theeram Thedunnavar (1980),"Sukumaran ,Prem Nazeer ,Seema ,TG Ravi ,Ceylon Manohar ,S Ambika ,Mala Aravindan ,Jagathy Sreekumar ,Sukumari ,Sankaradi"
1980,Manjil Virinja Pookkal (1980),"Shankar ,Poornima Jayaram ,Mohanlal ,Nedumudi Venu ,Prathapachandran ,Alummoodan"
1980,Esthappaan (1980),Not Available
1980,Theenaalangal (1980),"Jayan ,Ravikumar ,Seema ,Sheela ,Janardhanan ,CI Paul ,Vanchiyoor Radha ,Prathima ,KPAC Sunny ,Maniyanpilla Raju ,Kollam GK Pillai ,Cherthala Thankam ,Karan (Master Raghu)"
1980,Kalika (1980),"Sukumaran ,Balan K Nair ,Adoor Bhasi ,Jose ,Venu Nagavally ,Sreenath ,Sheela ,Sreelatha Namboothiri ,Kottarakkara Sreedharan Nair ,TP Madhavan ,Shanmugham Pillai ,Shanmugham Pillai ,KPAC Azeez ,Shanthisree ,Balan Thirumala"
1980,Makaravilakku (1980),"Jose ,Sathar ,Prathapachandran ,Sankaradi ,Balan K Nair ,Sumesh ,Kanakadurga ,Aranmula Ponnamma ,Jayanthi"
1980,Pappu (1980),"MG Soman ,Prathap Pothen ,Jagathy Sreekumar ,Prathapachandran ,Seema ,Sukumari ,Vallathol Unnikrishnan ,John Varghese ,Ramu Sasthamangalam ,Alam ,Geetha ,Adoor Bhasi ,Ravikumar ,Kaviyoor Ponnamma ,Sreelatha Namboothiri ,Jaggu"
1980,Karipuranda Jeevithangal (1980),"Prem Nazeer ,Jayan ,Adoor Bhasi ,Jayabharathi ,Sreelatha Namboothiri ,TR Omana ,Prameela ,Sathyakala ,Vanchiyoor Radha ,Balan K Nair ,Jagathy Sreekumar ,CI Paul ,Cochin Haneefa"
1980,Thirayum Theeravum (1980),"Prem Nazeer ,MG Soman ,Ravikumar ,Jayabharathi ,Aranmula Ponnamma"
1980,Ammayum Makalum (1980),"Adoor Bhasi ,Jagathy Sreekumar ,Seema ,Sukumari ,KP Ummer ,Ravikumar ,Jose ,Lalu Alex ,Jayabharathi ,S Ambika ,Meena ,Adoor Bhavani ,Adoor Pankajam ,Jose Kurian ,Sreelatha Namboothiri ,Chandraji"
1980,Sathyam (1980),"Sathar ,Sreenath ,Ramkumar ,Premji ,Cochin Haneefa ,Kuthiravattam Pappu ,Janardhanan ,Sreemoolanagaram Vijayan ,Shanthikrishna ,S Ambika ,Mini ,Renuchandra ,Sreelatha Namboothiri"
1980,Aagamanam (1980),"MG Soman ,KP Ummer ,Sukumaran ,Adoor Bhasi ,Ravikumar ,Janardhanan ,Sankaradi ,Manavalan Joseph ,Jose Prakash ,S Ambika ,Sreevidya ,Sukumari ,TR Omana"
1980,Prakrithi Manohari (1980),"Lisha ,Sujath ,Jagannatha Varma"
1980,Aniyaatha Valakal (1980),"Sukumaran ,MG Soman ,Venu Nagavally ,Sankaradi ,Jagathy Sreekumar ,S Ambika ,Shobha ,Shubha ,KPAC Azeez ,TR Omana ,Alleppey Ashraf ,Sreelatha Namboothiri ,Santhakumari ,Shanmugham Pillai"
1980,Abhimanyu (1980),Not Available
1980,Karimbana (1980),"Jayan ,Balan K Nair ,Adoor Bhasi ,Kuthiravattam Pappu ,KPAC Sunny ,Seema ,Reena M John ,Silk Smitha ,Sankaradi ,Kunchan ,Prameela ,Cochin Haneefa ,Ravi Menon ,Kaviyoor Ponnamma ,Oduvil Unnikrishnan ,Johny ,Paravoor Bharathan ,Kanakadurga ,Manavalan Joseph ,Sreenivasan ,Kunjandi ,Kottarakkara Sreedharan Nair"
1980,Swantham Enna Padam (1980),"Madhu ,Jose ,Ravindran ,Sankaradi ,S Ambika ,Sreevidya ,Sukumari"
1980,Avan Oru Ahankaari (1980),"MG Soman ,Janardhanan ,Jose Prakash ,Karan (Master Raghu) ,Sheela"
1980,Angaadi (1980),"Jayan ,Sukumaran ,Sankaradi ,Raghavan ,Kuthiravattam Pappu ,Balan K Nair ,Jose ,Ravikumar ,Prathapachandran ,KPAC Sunny ,Kunjandi ,Kunchan ,Bhaskara Kurup ,Vasupradeep ,S Ambika ,Seema ,Nanditha Bose ,Surekha ,Suchithra (Old) ,Kuttiyedathi Vilasini ,Shanthadevi ,KTC Abdulla"
1980,Hridayam Paadunu (1980),"MG Soman ,Jose ,Ravikumar ,Jagathy Sreekumar ,Rajani Sharma ,Roopa ,Jalaja ,Jayamalini ,Sukumari"
1980,Bhaktha Hanumaan (1980),"Jose Prakash ,Balan K Nair ,Ushakumari ,Shobana (Roja Ramani)"
1980,Vilkkanundu Swapnangal (1980),"Sukumaran ,Mammootty ,Sreelatha Namboothiri ,Sreevidya ,Jalaja ,Sudheer ,Bahadoor ,Kunjandi ,Premji ,Nellikkodu Bhaskaran ,Sreenivasan ,Shanthadevi ,Khadeeja ,Bhaskara Kurup"
1980,Digvijayam (1980),"Prem Nazeer ,Adoor Bhasi ,Jose ,Hari ,Janardhanan ,Sreevidya ,Seema ,Sankaradi ,Bhagyalakshmi ,Kalpana"
1980,Paalaattu Kunjikkannan (1980),"Prem Nazeer ,Jayan ,Thikkurissi Sukumaran Nair ,SP Pillai ,Jayabharathi ,Unnimary ,Shobana (Roja Ramani) ,Janardhanan ,Jagathy Sreekumar ,Ratheesh ,Alummoodan ,GK Pillai ,N Govindankutty ,Adoor Pankajam ,Jayamalini ,Jyothilakshmi"
1980,Theekkadal (1980),"Prem Nazeer ,Madhu ,Sukumaran ,Ravikumar ,Bahadoor ,Kuthiravattam Pappu ,Sreevidya ,S Ambika ,Ratheesh ,Paravoor Bharathan ,Adoor Pankajam ,Roopa ,Alleppey Ashraf ,Thodupuzha Vasanthy"
1980,Kaanthavalayam (1980),"Jayan ,Ravikumar ,Bahadoor ,Krishnachandran ,Mohan Sharma ,Seema ,Meena ,Ushakumari"
1980,Kadalkkaattu (1980),"MG Soman ,Kottarakkara Sreedharan Nair ,Bahadoor ,Janardhanan ,Jose Prakash ,KPAC Lalitha ,Jayabharathi"
1980,Air Hostess (1980),"Prem Nazeer ,Jose Prakash ,Sankaradi ,Jagathy Sreekumar ,Lalu Alex ,PK Abraham ,Kunchan ,Rajani Sharma ,Nanditha Bose ,Meena"
1980,Sooryadaham (1980),"Sukumaran ,Ravi Menon ,PK Abraham ,Shobha ,Sukumari ,Vidhubala ,Bhagyalakshmi ,Priyamvada"
1980,Manushyamrigam (1980),"Jayan ,Jose Prakash ,Janardhanan ,Jagathy Sreekumar ,Manavalan Joseph ,Prathapachandran ,Chavara VP Nair ,Seema ,Jayaprabha ,Kaviyoor Ponnamma ,Jyothilakshmi ,Vijayalakshmi ,Jayaragini ,Master Sandeep"
1980,Cheriyaachante Kroorakrithyangal (1980),"Adoor Bhasi ,Kaviyoor Ponnamma ,Abraham Joseph ,Nedumudi Venu"
1980,Manju Moodal Manju (1980),"Prathap Pothen ,Shobha"
1980,Mela (1980),"Raghu (Mela) ,Anjali (Old) ,Sreenivasan ,Mammootty ,Sharaf ,Bhaskara Kurup ,KG Pinarayi"
1980,Idimuzhakkam (1980),"Jayan ,Sukumaran ,Janardhanan ,Balan K Nair ,Shobana (Roja Ramani) ,Shubha ,Ratheesh ,Lalu Alex ,Jagathy Sreekumar ,Sukumari"
1980,Prakadanam (1980),"MG Soman ,Prathapachandran ,Balan K Nair ,Ravikumar ,Seema ,Sathar ,Jose Prakash ,TR Omana ,Meena ,Prameela ,Pala Thankam ,Bahadoor ,Kuthiravattam Pappu ,Krishnachandran ,Thodupuzha Radhakrishnan ,Thampi Kannanthanam ,Ramu Sasthamangalam"
1980,Benz Vasu (1980),"Jayan ,Sathar ,Sankaradi ,Kuthiravattam Pappu ,Balan K Nair ,Prathapachandran ,Cochin Haneefa ,Pattam Sadan ,Paul Vengola ,Seema ,Priya ,Sreelatha Namboothiri ,Raji ,Vanchiyoor Radha ,Jaggu"
1980,Ambalavilakku (1980),"Madhu ,Sasi ,Roopa ,Sreevidya ,Shobana (Roja Ramani) ,Kuthiravattam Pappu ,Thikkurissi Sukumaran Nair ,Jagathy Sreekumar ,Vaikam Mani ,Poojappura Ravi ,Sukumari ,Adoor Bhavani ,Sreelatha Namboothiri ,Lissy (Old) ,Aranmula Ponnamma ,Aroor Sathyan ,Peyad Vijayan ,Kailasnath ,Somasekharan Nair ,Sivakumar ,Unnikrishnan Chelembra"
1980,Aswaradham (1980),"Ravindran ,Balan K Nair ,KP Ummer ,Ravikumar ,KPAC Azeez ,Bahadoor ,TP Madhavan ,Janardhanan ,Kuthiravattam Pappu ,Sreevidya ,Nithya ,Kuttiyedathi Vilasini ,Prameela ,Baby Vandana"
1980,Sreedevi Darsanam (1980),Not Available
1980,Kochu Kochu Thettukal (1980),"Sukumaran ,KP Ummer ,Paravoor Bharathan ,Innocent ,Shubha ,Sathyakala ,Beena ,Shanthakumari ,Sukumari ,Hema Chaudhari"
1980,Sree Oorpazhachi Daivathaar (1980),Not Available
1980,Ormakal Olangal (1980),Jayan
1980,Moorkhan (1980),"Jayan ,Kuthiravattam Pappu ,Balan K Nair ,Sathar ,Sankaradi ,Cochin Haneefa ,Prathapachandran ,Seema ,Sumalatha ,Shobana (Roja Ramani) ,Suchithra (Old) ,Kaviyoor Ponnamma ,Jaggu ,Santo Krishnan ,KA Vasudevan"
1980,Sankaraabharanam (1980),"JV Somayajulu ,Manju Bhargavi ,Thulasi ,Rajalakshmi"
1980,Sooryante Maranam (1980),"Nedumudi Venu ,Ravi Alummoodu ,Joseph Chacko ,Rajan Thazhakkara ,Purushothaman ,KS Gopinath ,Shanthan ,Mannar Gopi ,Jalaja"
1980,Iniyum Marichittillaatha Nammal (1980),"TR Omana ,Sashikumar"
1980,Ithile Vannavar (1980),"Madhu ,MG Soman ,Thikkurissi Sukumaran Nair ,Sukumaran ,Jagathy Sreekumar ,Sheela ,S Ambika ,Alam ,Renuka"
1980,Vedikkettu (1980),"Sukumaran ,Kottarakkara Sreedharan Nair ,Kaduvakkulam Antony ,Ramesh ,Jalaja ,Prameela ,Geetha Choudhury ,Renu Chandra ,GK PIllai ,R Balakrishna PIllai ,Alummoodan ,Vijayakumari ,James Stalin Perera ,Vettoor Purushan"
1980,Chaakara (1980),"Sukumaran ,Jayan ,Kuthiravattam Pappu ,Jalaja ,Sreevidya ,Seema ,TG Ravi ,Shanthadevi ,Jagannatha Varma ,Kunjandi ,Mala Aravindan ,KPAC Azeez ,Kunchan ,Thrissur Elsy"
1980,Muthuchippikal (1980),"C Das (Producer) ,Madhu ,MG Soman ,Mala Aravindan ,Nellikkodu Bhaskaran ,Sathar ,Hari ,Sankaradi ,Oduvil Unnikrishnan ,Paravoor Bharathan ,PK Abraham ,Sreevidya ,Praveena (Old) ,Bhavani ,TR Omana"
1980,Dooram Arike (1980),"Sukumaran ,MG Soman ,Bahadoor ,Sankaradi ,KP Ummer ,Sreevidya ,S Ambika ,Sukumari"
1980,Chora Chuvanna Chora (1980),"Madhu ,Ravikumar ,Kuthiravattam Pappu ,TG Ravi ,GK Pillai ,Madhumalini ,Jalaja ,Shanthakumari ,Raghavan ,KA Vasudevan"
1980,Kuttikalude Lokam (1980),Not Available
1980,Shaalini Ente Koottukaari (1980),"Sukumaran ,Venu Nagavally ,KP Ummer ,Ravi Menon ,Sooryakala ,Sukumari ,Jalaja ,Shobha ,C Rahman ,Vanitha Krishnachandran"
1980,Thirakal Ezhuthiya Kavitha (1980),"Kamalahasan ,Madhavi ,Saritha"
1980,Raagam Thaanam Pallavi (1980),"MG Soman ,Janardhanan ,Kuthiravattam Pappu ,Sankaradi ,Sreevidya ,Meena ,Kottarakkara Sreedharan Nair ,Sreenivasan ,Jalaja ,Ravi Menon ,Santhosh ,Geetha (Old)"
1980,Nattuchakkiruttu (1980),"Johny ,PK Abraham ,Sheela ,Sreelatha Namboothiri ,Meena Menon"
1980,Raajanarthaki (1980),Not Available
1981,Veliyettam (1981),"MG Soman ,Ravikumar ,Menaka ,Nisha Chowdhary ,Shanthakumari ,PK Abraham ,Alummoodan ,Oduvil Unnikrishnan ,Bobby Kottarakkara ,Poojappura Ravi ,CI Paul ,Paravoor Bharathan ,Adoor Bhavani ,Manjeri Chandran"
1981,Nidra (1981),"Vijay Menon ,PK Abraham ,Lalu Alex ,KPAC Lalitha ,Shanthikrishna ,Lavanya"
1981,Kolilakkam (1981),"Madhu ,Jayan ,Sukumaran ,Balan K Nair ,MG Soman ,KP Ummer ,MN Nambiar ,Sankaradi ,KPAC Sunny ,Kunchan ,TP Madhavan ,PK Abraham ,Ceylon Manohar ,Chavara VP Nair ,Punnapra Appachan ,KR Vijaya ,Sumalatha ,Meena Menon ,Sukumari ,Meena ,Sreelatha Namboothiri ,Vijayalakshmi ,PK Radhadevi ,Master Kamal ,Master Suresh ,Master Deenan"
1981,Dantha Gopuram (1981),"Sukumaran ,Madhu ,Bahadoor ,TM Abraham ,Sreevidya ,Seema"
1981,Thrishna (1981),"Mammootty ,Ratheesh ,Sankaradi ,Rajkumar ,Rajalakshmi ,Swapna ,Jose Prakash ,Kaviyoor Ponnamma"
1981,Aambalppoovu (1981),"Sukumaran ,Roopa ,Jalaja ,Jose ,Janardhanan ,Jagathy Sreekumar ,PK Venukkuttan Nair ,Sukumari ,Suchithra (Old) ,Dhanya (Old) ,KG Warrier ,Chithran ,Sasidharan ,Prakash"
1981,Nizhal Yudham (1981),"Sukumaran ,Jose Prakash ,Ravikumar ,Jagathy Sreekumar ,CI Paul ,Sumalatha ,PK Abraham ,Janardhanan ,Prathapachandran ,Manavalan Joseph ,Alleppey Ashraf ,Kaviyoor Ponnamma ,Sathyachithra ,Pala Thankam ,Kalaranjini"
1981,Hamsageetham (1981),"Ratheesh ,Balan K Nair ,Kuthiravattam Pappu ,Seema ,Sukumari ,PK Abraham"
1981,Ammaykkorumma (1981),"Ratheesh ,Jagathy Sreekumar ,Hari ,Ravi ,Zarina Wahab ,Kalaranjini ,Bhagyalakshmi ,TR Omana ,Vijayalakshmi ,Master Rajakumaran Thampi ,Aruna Irani ,TR Radhakrishnan ,Poojappura Ravi ,Vijayaraghavan ,Harippad Soman ,PK Radhadevi"
1981,Sivamahima (1981),Not Available
1981,Sphodanam (1981),"MG Soman ,Sukumaran ,Mammootty ,Balan K Nair ,KP Ummer ,Kuthiravattam Pappu ,Jagathy Sreekumar ,Mala Aravindan ,Sankaradi ,Ravikumar ,KPAC Premachandran ,Sheela ,Seema ,Prameela ,Shubha ,Kaviyoor Ponnamma ,Shanthakumari"
1981,Dwandwayudham (1981),"Kuthiravattam Pappu ,Mala Aravindan ,Kunchan ,Jayamalini ,Jyothilakshmi ,TR Omana ,Oduvil Unnikrishnan ,Bahadoor ,Nagesh"
1981,Adimachangala (1981),"Prem Nazeer ,Balan K Nair ,Jose Prakash ,Vishnuvardhan ,Swapna ,Sheela ,Jayamalini ,Malaysia Bhaskar ,Super Subbarayan ,Cochin Haneefa"
1981,Karimpoocha (1981),"Ratheesh ,Jose Prakash ,Jagathy Sreekumar ,Seema ,Meena ,Vallathol Unnikrishnan ,Johny ,Charuhasan"
1981,Inayethedi (1981),"Achankunju ,TM Abraham ,Kalasala Babu ,Silk Smitha ,Sankaradi ,Baby Vengola"
1981,Sreemaan Sreemathi (1981),"MG Soman ,K Vijayan ,Bahadoor ,Nagesh ,Oduvil Unnikrishnan ,Sreevidya ,Jayamalini ,Gopi Manasseri"
1981,Choothaattam (Ivide Jeevitham Aarambhikkunnu) (1981),"Prem Nazeer ,Kuthiravattam Pappu ,Ravikumar ,Sathar ,Achankunju ,Jose Prakash ,Prameela ,Jayabharathi ,Indrans"
1981,Nee Arikil Njaan Akale (1981),Venu Nagavally
1981,Kaahalam (1981),"Prem Nazeer ,Ravindran ,Seema ,Nanditha Bose ,Jaffer Khan ,Sathar ,Cochin Haneefa ,Kuthiravattam Pappu ,Jayamalini ,Bheeman Raghu"
1981,Archana Teacher (1981),"Madhu ,Venu Nagavally ,Sankaradi ,TP Madhavan ,PK Abraham ,Seema ,S Ambika ,Sukumari ,Aranmula Ponnamma ,Anandavalli ,Suja James ,MP Padmanabhan ,KPAC Sunny ,Aryad Gopalakrishnan"
1981,Rajani (1981),"Madhu ,Sreevidya"
1981,Dhanya (1981),"Sarath Babu ,Sreevidya ,Mohanlal ,Dinesh Panicker ,Nedumudi Venu ,Kunchacko Boban ,Meena Menon"
1981,Attimari (1981),"Prem Nazeer ,Balan K Nair ,Mohanlal ,Jayabharathi ,Sreevidya ,Sreenath ,TG Ravi ,Kuthiravattam Pappu ,Alleppey Ashraf ,Prathapachandran ,Kaval Surendran ,Thampi Kannamthanam ,Harippad Soman ,Chandran Panangod ,Ramu Sasthamangalam ,Master Suresh"
1981,Arikkaari Ammu (1981),"Madhu ,Kuthiravattam Pappu ,Jayabharathi ,Suchithra Sasi"
1981,Urukku Mushtikal (1981),"Malaysia Kamalesh ,Raghu ,Gladwin ,Sasi M Evoor ,Satheesh ,Kavara Sasankan ,Vazhoor Rajan ,Johny ,Raghuram ,Sebastian ,Nedumangad Vijayan ,Shahul ,Master Chinthu ,Beena ,Sree Shailaja ,PK Radhadevi ,Jayasheela ,Rajeswari ,Nisha ,Valsala"
1981,Orikkalkkoodi (1981),"Madhu ,Sukumaran ,Ravikumar ,Ravi Menon ,Sankaradi ,Paravoor Bharathan ,Kunchan ,Lakshmi ,Kaviyoor Ponnamma ,Prathima ,Sukumari ,Kuttiyedathi Vilasini ,Sreelatha Namboothiri ,Renuchandra ,Baby priya ,KA Vasudevan"
1981,Jeevikkaan Padhikkanam (1981),"Kamalahasan ,Jayasudha ,Shobana (Roja Ramani) ,Pandaribhai"
1981,Agnisharam (1981),"Jayan ,Sukumaran ,Jose Prakash ,Nalini ,Kaviyoor Ponnamma ,Sreelatha Namboothiri ,Jayabharathi ,Reena M John ,Kaduvakkulam Antony ,Varalakshmi ,Alummoodan ,Beatrice ,Harippad Soman ,Prathapachandran ,Thodupuzha Radhakrishnan"
1981,Vazhikal Yaathrakkar (1981),"MG Soman ,Sukumaran ,Balan K Nair ,Shubha ,Jalaja"
1981,Manassinte Theerthayaathra (1981),"MG Soman ,Sukumaran ,Kottarakkara Sreedharan Nair ,Shubha ,Nanditha Bose ,Aranmula Ponnamma ,GK Pillai ,Bhagyalakshmi ,TP Madhavan ,Jagathy Sreekumar"
1981,Velutha Pakshi (1981),Not Available
1981,Oridathoru Phayalvaan (1981),"Rasheed ,Nedumudi Venu ,Ashokan ,Jayanthi ,Krishnankutty Nair ,Jayadevan ,Kariyachan ,Mavelikkara Ramachandran ,Syed ,Rishikeshadas ,Raju Paakkath ,KG Devakiyamma ,Dhanya (Old) ,Prem Prakash"
1981,Elippathaayam (1981),"Karamana Janardhanan Nair ,Sarada ,Jalaja ,Rajam K Nair ,Mavelikkara Ramachandran ,NL Balakrishnan"
1981,Ilaneer (1981),"Nedumudi Venu ,Jolly ,Nilamboor Balan ,Kuthiravattam Pappu ,Sreenivasan ,Kunjandi ,Shanthadevi ,Renuka Nair"
1981,Venal (1981),"PK Abraham ,Sukumaran ,Nedumudi Venu ,Jalaja ,Sukumari"
1981,Sangharsham (1981),"Prem Nazeer ,Sukumaran ,Ratheesh ,Jagathy Sreekumar ,Balan K Nair ,Kunchan ,Sreevidya ,Swapna ,Rani Padmini ,Seema ,CI Paul"
1981,Thushaaram (1981),"Ratheesh ,Jose ,Balan K Nair ,Lalu Alex ,Johny ,Nellikkodu Bhaskaran ,Kunchan ,Jaffer Khan ,Seema ,Rani Padmini ,Prema"
1981,Krishnankutty (1981),Not Available
1981,Sanchaari (1981),"Prem Nazeer ,Jayan ,KP Ummer ,Adoor Bhasi ,Sankaradi ,Mohanlal ,Unnimary ,Shobana (Roja Ramani) ,Shubha ,Jyothilakshmi ,Jayamalini"
1981,Thakilu Kottaampuram (1981),"Prem Nazeer ,Sukumaran ,Adoor Bhasi ,Mohanlal ,Jagathy Sreekumar ,Mala Aravindan ,Sheela ,Jalaja ,Sreekala ,Anjali (Old) ,Shanthakumari ,Baby Manjusha ,Sathyachithra"
